idx,image_id,class
12095,WEL93728915A_13-6BW-ITISA54-2_235_3,4
12096,WEL93728915A_14-6BW-ITISA54-1_122_2,4
12097,WEL93728915A_14-6BW-ITISA54-1_256_1,4
12098,WEL93728915A_14-6BW-ITISA54-1_376_2,4
12099,WEL93728915A_14-6BW-ITISA54-1_59_4,4
12100,WEL93728915A_14-6BW-ITISA54-1_75_3,4
12101,WEL93728915A_14-6BW-ITISA54-2_138_1,4
12102,WEL93728915A_14-6BW-ITISA54-2_180_1,4
12103,WEL93728915A_14-6BW-ITISA54-2_75_4,4
12104,WEL93728915A_15-6BW-ITISA54-1_147_3,4
12105,WEL93728915A_15-6BW-ITISA54-1_196_4,4
12106,WEL93728915A_15-6BW-ITISA54-1_220_1,4
12107,WEL93728915A_15-6BW-ITISA54-1_260_4,4
12108,WEL93728915A_15-6BW-ITISA54-1_280_2,4
12109,WEL93728915A_15-6BW-ITISA54-1_369_4,4
12110,WEL93728915A_15-6BW-ITISA54-1_41_3,4
12111,WEL93728915A_15-6BW-ITISA54-1_66_2,4
12112,WEL93728915A_15-6BW-ITISA54-1_80_1,4
12113,WEL93728915A_15-6BW-ITISA54-2_166_4,4
12114,WEL93728915A_15-6BW-ITISA54-2_34_4,4
12115,WEL93728915A_16-6BW-ITISA54-1_13_3,4
12116,WEL93728915A_16-6BW-ITISA54-1_144_1,4
12117,WEL93728915A_16-6BW-ITISA54-1_144_2,4
12118,WEL93728915A_16-6BW-ITISA54-1_222_4,4
12119,WEL93728915A_16-6BW-ITISA54-1_243_1,4
12120,WEL93728915A_16-6BW-ITISA54-1_258_2,4
12121,WEL93728915A_16-6BW-ITISA54-1_289_4,4
12122,WEL93728915A_16-6BW-ITISA54-1_291_4,4
12123,WEL93728915A_16-6BW-ITISA54-1_307_3,4
12124,WEL93728915A_16-6BW-ITISA54-1_31_1,4
12125,WEL93728915A_16-6BW-ITISA54-1_31_2,4
12126,WEL93728915A_16-6BW-ITISA54-1_358_3,4
12127,WEL93728915A_16-6BW-ITISA54-1_363_1,4
12128,WEL93728915A_16-6BW-ITISA54-1_44_4,4
12129,WEL93728915A_16-6BW-ITISA54-1_60_1,4
12130,WEL93728915A_16-6BW-ITISA54-1_71_2,4
12131,WEL93728915A_16-6BW-ITISA54-1_80_1,4
12132,WEL93728915A_16-6BW-ITISA54-1_96_1,4
12133,WEL93728915A_16-6BW-ITISA54-1_97_1,4
12134,WEL93728915A_16-6BW-ITISA54-2_188_4,4
12135,WEL93728915A_16-6BW-ITISA54-2_233_4,4
12136,WEL93728915A_16-6BW-ITISA54-2_307_1,4
12137,WEL93728915A_16-6BW-ITISA54-2_30_1,4
12138,WEL93728915A_16-6BW-ITISA54-2_344_3,4
12139,WEL93728915A_16-6BW-ITISA54-2_98_4,4
12140,WEL93728915A_16-6BW-ITISA54-2_9_4,4
12141,WEL93728915A_17-6BW-ITISA54-1_106_4,4
12142,WEL93728915A_17-6BW-ITISA54-1_122_2,4
12143,WEL93728915A_17-6BW-ITISA54-1_128_3,4
12144,WEL93728915A_17-6BW-ITISA54-1_133_2,4
12145,WEL93728915A_17-6BW-ITISA54-1_159_1,4
12146,WEL93728915A_17-6BW-ITISA54-1_182_2,4
12147,WEL93728915A_17-6BW-ITISA54-1_190_3,4
12148,WEL93728915A_17-6BW-ITISA54-1_219_1,4
12149,WEL93728915A_17-6BW-ITISA54-1_219_4,4
12150,WEL93728915A_17-6BW-ITISA54-1_248_4,4
12151,WEL93728915A_17-6BW-ITISA54-1_258_2,4
12152,WEL93728915A_17-6BW-ITISA54-1_27_1,4
12153,WEL93728915A_17-6BW-ITISA54-1_295_2,4
12154,WEL93728915A_17-6BW-ITISA54-1_297_4,4
12155,WEL93728915A_17-6BW-ITISA54-1_306_2,4
12156,WEL93728915A_17-6BW-ITISA54-1_312_3,4
12157,WEL93728915A_17-6BW-ITISA54-1_340_3,4
12158,WEL93728915A_17-6BW-ITISA54-1_353_2,4
12159,WEL93728915A_17-6BW-ITISA54-1_354_1,4
12160,WEL93728915A_17-6BW-ITISA54-1_49_3,4
12161,WEL93728915A_17-6BW-ITISA54-1_5_4,4
12162,WEL93728915A_17-6BW-ITISA54-1_67_4,4
12163,WEL93728915A_17-6BW-ITISA54-1_68_1,4
12164,WEL93728915A_17-6BW-ITISA54-1_72_2,4
12165,WEL93728915A_17-6BW-ITISA54-2_114_4,4
12166,WEL93728915A_17-6BW-ITISA54-2_140_4,4
12167,WEL93728915A_17-6BW-ITISA54-2_162_1,4
12168,WEL93728915A_17-6BW-ITISA54-2_178_4,4
12169,WEL93728915A_17-6BW-ITISA54-2_194_4,4
12170,WEL93728915A_17-6BW-ITISA54-2_379_2,4
12171,WEL93728915A_17-6BW-ITISA54-2_75_4,4
12172,WEL93728915A_18-6BW-ITISA54-1_126_1,4
12173,WEL93728915A_18-6BW-ITISA54-1_164_1,4
12174,WEL93728915A_18-6BW-ITISA54-1_173_1,4
12175,WEL93728915A_18-6BW-ITISA54-1_19_2,4
12176,WEL93728915A_18-6BW-ITISA54-1_211_4,4
12177,WEL93728915A_18-6BW-ITISA54-1_248_1,4
12178,WEL93728915A_18-6BW-ITISA54-1_263_1,4
12179,WEL93728915A_18-6BW-ITISA54-1_289_4,4
12180,WEL93728915A_18-6BW-ITISA54-1_342_4,4
12181,WEL93728915A_18-6BW-ITISA54-1_6_1,4
12182,WEL93728915A_18-6BW-ITISA54-1_8_1,4
12183,WEL93728915A_18-6BW-ITISA54-2_141_2,4
12184,WEL93728915A_18-6BW-ITISA54-2_172_1,4
12185,WEL93728915A_18-6BW-ITISA54-2_173_3,4
12186,WEL93728915A_18-6BW-ITISA54-2_195_1,4
12187,WEL93728915A_18-6BW-ITISA54-2_217_3,4
12188,WEL93728915A_18-6BW-ITISA54-2_227_1,4
12189,WEL93728915A_18-6BW-ITISA54-2_247_3,4
12190,WEL93728915A_18-6BW-ITISA54-2_267_1,4
12191,WEL93728915A_18-6BW-ITISA54-2_31_4,4
12192,WEL93728915A_18-6BW-ITISA54-2_362_4,4
12193,WEL93728915A_18-6BW-ITISA54-2_56_1,4
12194,WEL93728915A_18-6BW-ITISA54-2_9_3,4
12195,WEL93728915A_19-6BW-ITISA54-1_139_3,4
12196,WEL93728915A_19-6BW-ITISA54-1_143_1,4
12197,WEL93728915A_19-6BW-ITISA54-1_156_4,4
12198,WEL93728915A_19-6BW-ITISA54-1_15_1,4
12199,WEL93728915A_19-6BW-ITISA54-1_169_1,4
12200,WEL93728915A_19-6BW-ITISA54-1_178_2,4
12201,WEL93728915A_19-6BW-ITISA54-1_183_1,4
12202,WEL93728915A_19-6BW-ITISA54-1_200_4,4
12203,WEL93728915A_19-6BW-ITISA54-1_224_1,4
12204,WEL93728915A_19-6BW-ITISA54-1_241_2,4
12205,WEL93728915A_19-6BW-ITISA54-1_246_1,4
12206,WEL93728915A_19-6BW-ITISA54-1_262_2,4
12207,WEL93728915A_19-6BW-ITISA54-1_291_2,4
12208,WEL93728915A_19-6BW-ITISA54-1_294_1,4
12209,WEL93728915A_19-6BW-ITISA54-1_320_2,4
12210,WEL93728915A_19-6BW-ITISA54-1_343_1,4
12211,WEL93728915A_19-6BW-ITISA54-1_373_4,4
12212,WEL93728915A_19-6BW-ITISA54-1_4_2,4
12213,WEL93728915A_19-6BW-ITISA54-1_52_1,4
12214,WEL93728915A_19-6BW-ITISA54-1_52_2,4
12215,WEL93728915A_19-6BW-ITISA54-1_90_3,4
12216,WEL93728915A_19-6BW-ITISA54-2_151_1,4
12217,WEL93728915A_19-6BW-ITISA54-2_206_2,4
12218,WEL93728915A_19-6BW-ITISA54-2_228_4,4
12219,WEL93728915A_19-6BW-ITISA54-2_269_1,4
12220,WEL93728915A_19-6BW-ITISA54-2_272_4,4
12221,WEL93728915A_19-6BW-ITISA54-2_295_4,4
12222,WEL93728915A_19-6BW-ITISA54-2_304_4,4
12223,WEL93728915A_19-6BW-ITISA54-2_316_4,4
12224,WEL93728915A_19-6BW-ITISA54-2_348_2,4
12225,WEL93728915A_19-6BW-ITISA54-2_350_2,4
12226,WEL93728915A_20-6BW-ITISA54-1_16_4,4
12227,WEL93728915A_20-6BW-ITISA54-1_207_2,4
12228,WEL93728915A_20-6BW-ITISA54-1_220_1,4
12229,WEL93728915A_20-6BW-ITISA54-1_222_4,4
12230,WEL93728915A_20-6BW-ITISA54-1_236_1,4
12231,WEL93728915A_20-6BW-ITISA54-1_262_3,4
12232,WEL93728915A_20-6BW-ITISA54-1_266_3,4
12233,WEL93728915A_20-6BW-ITISA54-1_278_2,4
12234,WEL93728915A_20-6BW-ITISA54-1_340_3,4
12235,WEL93728915A_20-6BW-ITISA54-1_351_1,4
12236,WEL93728915A_20-6BW-ITISA54-1_68_4,4
12237,WEL93728915A_20-6BW-ITISA54-1_94_1,4
12238,WEL93728915A_20-6BW-ITISA54-2_131_4,4
12239,WEL93728915A_20-6BW-ITISA54-2_138_1,4
12240,WEL93728915A_20-6BW-ITISA54-2_196_4,4
12241,WEL93728915A_20-6BW-ITISA54-2_206_1,4
12242,WEL93728915A_20-6BW-ITISA54-2_243_1,4
12243,WEL93728915A_20-6BW-ITISA54-2_262_4,4
12244,WEL93728915A_20-6BW-ITISA54-2_296_3,4
12245,WEL93728915A_20-6BW-ITISA54-2_311_3,4
12246,WEL93728915A_20-6BW-ITISA54-2_320_3,4
12247,WEL93728915A_20-6BW-ITISA54-2_337_2,4
12248,WEL93728915A_20-6BW-ITISA54-2_77_4,4
12249,WEL93728915A_20-6BW-ITISA54-2_81_4,4
12250,WEL93728915A_22-6BW-ITISA54-1_134_1,4
12251,WEL93728915A_22-6BW-ITISA54-1_176_3,4
12252,WEL93728915A_22-6BW-ITISA54-1_179_3,4
12253,WEL93728915A_22-6BW-ITISA54-1_184_2,4
12254,WEL93728915A_22-6BW-ITISA54-1_193_2,4
12255,WEL93728915A_22-6BW-ITISA54-1_222_1,4
12256,WEL93728915A_22-6BW-ITISA54-1_240_4,4
12257,WEL93728915A_22-6BW-ITISA54-1_243_1,4
12258,WEL93728915A_22-6BW-ITISA54-1_24_2,4
12259,WEL93728915A_22-6BW-ITISA54-1_273_3,4
12260,WEL93728915A_22-6BW-ITISA54-1_281_3,4
12261,WEL93728915A_22-6BW-ITISA54-1_291_4,4
12262,WEL93728915A_22-6BW-ITISA54-1_295_4,4
12263,WEL93728915A_22-6BW-ITISA54-1_364_3,4
12264,WEL93728915A_22-6BW-ITISA54-2_230_4,4
12265,WEL93728915A_22-6BW-ITISA54-2_295_3,4
12266,WEL93728915A_22-6BW-ITISA54-2_309_4,4
12267,WEL93728915A_22-6BW-ITISA54-2_362_1,4
12268,WEL93728915A_22-6BW-ITISA54-2_380_4,4
12269,WEL93728915A_22-6BW-ITISA54-2_78_4,4
12270,WEL93728915A_22-6BW-ITISA54-2_97_4,4
12271,WEL93728915A_24-6BW-ITISA54-1_113_1,4
12272,WEL93728915A_24-6BW-ITISA54-1_123_4,4
12273,WEL93728915A_24-6BW-ITISA54-1_13_2,4
12274,WEL93728915A_24-6BW-ITISA54-1_160_4,4
12275,WEL93728915A_24-6BW-ITISA54-1_162_3,4
12276,WEL93728915A_24-6BW-ITISA54-1_166_4,4
12277,WEL93728915A_24-6BW-ITISA54-1_196_1,4
12278,WEL93728915A_24-6BW-ITISA54-1_224_2,4
12279,WEL93728915A_24-6BW-ITISA54-1_353_2,4
12280,WEL93728915A_24-6BW-ITISA54-1_62_1,4
12281,WEL93728915A_24-6BW-ITISA54-1_74_1,4
12282,WEL93728915A_24-6BW-ITISA54-2_115_4,4
12283,WEL93728915A_24-6BW-ITISA54-2_147_3,4
12284,WEL93728915A_24-6BW-ITISA54-2_207_1,4
12285,WEL93728915A_24-6BW-ITISA54-2_216_3,4
12286,WEL93728915A_24-6BW-ITISA54-2_322_2,4
12287,WEL93728915A_24-6BW-ITISA54-2_337_4,4
12288,WEL93728915A_25-6BW-ITISA54-1_102_1,4
12289,WEL93728915A_25-6BW-ITISA54-1_162_1,4
12290,WEL93728915A_25-6BW-ITISA54-1_177_3,4
12291,WEL93728915A_25-6BW-ITISA54-1_199_2,4
12292,WEL93728915A_25-6BW-ITISA54-1_209_3,4
12293,WEL93728915A_25-6BW-ITISA54-1_225_4,4
12294,WEL93728915A_25-6BW-ITISA54-1_282_3,4
12295,WEL93728915A_25-6BW-ITISA54-1_336_3,4
12296,WEL93728915A_25-6BW-ITISA54-1_347_2,4
12297,WEL93728915A_25-6BW-ITISA54-1_64_2,4
12298,WEL93728915A_25-6BW-ITISA54-2_141_2,4
12299,WEL93728915A_25-6BW-ITISA54-2_156_1,4
12300,WEL93728915A_25-6BW-ITISA54-2_211_3,4
12301,WEL93728915A_25-6BW-ITISA54-2_216_2,4
12302,WEL93728915A_25-6BW-ITISA54-2_259_1,4
12303,WEL93728915A_25-6BW-ITISA54-2_318_1,4
12304,WEL93728915A_25-6BW-ITISA54-2_330_2,4
12305,WEL93728915A_25-6BW-ITISA54-2_55_1,4
12306,WEL93728915A_25-6BW-ITISA54-2_67_2,4
12307,WEL93728915A_29-6BW-ITISA54-1_135_2,4
12308,WEL93728915A_29-6BW-ITISA54-1_169_3,4
12309,WEL93728915A_29-6BW-ITISA54-1_183_4,4
12310,WEL93728915A_29-6BW-ITISA54-1_202_1,4
12311,WEL93728915A_29-6BW-ITISA54-1_263_3,4
12312,WEL93728915A_29-6BW-ITISA54-1_324_3,4
12313,WEL93728915A_29-6BW-ITISA54-1_325_4,4
12314,WEL93728915A_29-6BW-ITISA54-1_335_1,4
12315,WEL93728915A_29-6BW-ITISA54-1_33_1,4
12316,WEL93728915A_29-6BW-ITISA54-1_52_1,4
12317,WEL93728915A_29-6BW-ITISA54-1_80_2,4
12318,WEL93728915A_29-6BW-ITISA54-1_92_1,4
12319,WEL93728915A_29-6BW-ITISA54-1_96_4,4
12320,WEL93728915A_29-6BW-ITISA54-2_118_2,4
12321,WEL93728915A_29-6BW-ITISA54-2_140_4,4
12322,WEL93728915A_29-6BW-ITISA54-2_147_4,4
12323,WEL93728915A_29-6BW-ITISA54-2_149_4,4
12324,WEL93728915A_29-6BW-ITISA54-2_159_4,4
12325,WEL93728915A_29-6BW-ITISA54-2_174_4,4
12326,WEL93728915A_29-6BW-ITISA54-2_194_4,4
12327,WEL93728915A_29-6BW-ITISA54-2_212_4,4
12328,WEL93728915A_29-6BW-ITISA54-2_233_4,4
12329,WEL93728915A_29-6BW-ITISA54-2_274_1,4
12330,WEL93728915A_29-6BW-ITISA54-2_286_4,4
12331,WEL93728915A_29-6BW-ITISA54-2_323_1,4
12332,WEL93728915A_29-6BW-ITISA54-2_330_4,4
12333,WEL93728915A_29-6BW-ITISA54-2_342_3,4
12334,WEL93728915A_29-6BW-ITISA54-2_366_1,4
12335,WEL93728915A_29-6BW-ITISA54-2_44_1,4
12336,WEL93728915A_29-6BW-ITISA54-2_81_4,4
12337,WEL93728915A_30-6BW-ITISA54-1_116_4,4
12338,WEL93728915A_30-6BW-ITISA54-1_119_4,4
12339,WEL93728915A_30-6BW-ITISA54-1_190_4,4
12340,WEL93728915A_30-6BW-ITISA54-1_22_4,4
12341,WEL93728915A_30-6BW-ITISA54-1_240_1,4
12342,WEL93728915A_30-6BW-ITISA54-1_247_3,4
12343,WEL93728915A_30-6BW-ITISA54-1_307_2,4
12344,WEL93728915A_31-6BW-ITISA54-1_192_3,4
12345,WEL93728915A_31-6BW-ITISA54-1_202_1,4
12346,WEL93728915A_31-6BW-ITISA54-1_205_2,4
12347,WEL93728915A_31-6BW-ITISA54-1_215_1,4
12348,WEL93728915A_31-6BW-ITISA54-1_251_1,4
12349,WEL93728915A_31-6BW-ITISA54-1_294_1,4
12350,WEL93728915A_31-6BW-ITISA54-1_301_1,4
12351,WEL93728915A_31-6BW-ITISA54-1_303_4,4
12352,WEL93728915A_31-6BW-ITISA54-1_345_4,4
12353,WEL93728915A_31-6BW-ITISA54-1_350_3,4
12354,WEL93728915A_31-6BW-ITISA54-1_352_4,4
12355,WEL93728915A_31-6BW-ITISA54-1_43_2,4
12356,WEL93728915A_31-6BW-ITISA54-1_56_2,4
12357,WEL93728915A_31-6BW-ITISA54-2_201_3,4
12358,WEL93728915A_31-6BW-ITISA54-2_271_4,4
12359,WEL93728915A_31-6BW-ITISA54-2_301_4,4
12360,WEL93728915A_31-6BW-ITISA54-2_31_2,4
12361,WEL93728915A_31-6BW-ITISA54-2_31_4,4
12362,WEL93728915A_31-6BW-ITISA54-2_353_4,4
12363,WEL93728915A_31-6BW-ITISA54-2_361_4,4
12364,WEL93728915A_31-6BW-ITISA54-2_60_4,4
12365,WEL93728915A_31-6BW-ITISA54-2_74_4,4
12366,WEL93728915A_32-6BW-ITISA54-1_11_3,4
12367,WEL93728915A_32-6BW-ITISA54-1_136_3,4
12368,WEL93728915A_32-6BW-ITISA54-1_170_1,4
12369,WEL93728915A_32-6BW-ITISA54-1_298_1,4
12370,WEL93728915A_32-6BW-ITISA54-1_376_3,4
12371,WEL93728915A_32-6BW-ITISA54-1_44_2,4
12372,WEL93728915A_32-6BW-ITISA54-2_128_3,4
12373,WEL93728915A_32-6BW-ITISA54-2_177_4,4
12374,WEL93728915A_32-6BW-ITISA54-2_236_4,4
12375,WEL93728915A_32-6BW-ITISA54-2_282_4,4
12376,WEL93728915A_32-6BW-ITISA54-2_335_2,4
12377,WEL93728915A_32-6BW-ITISA54-2_68_4,4
12378,WEL93728915A_33-6BW-ITISA54-1_127_4,4
12379,WEL93728915A_33-6BW-ITISA54-1_220_1,4
12380,WEL93728915A_33-6BW-ITISA54-1_254_1,4
12381,WEL93728915A_33-6BW-ITISA54-1_268_4,4
12382,WEL93728915A_33-6BW-ITISA54-1_285_2,4
12383,WEL93728915A_33-6BW-ITISA54-1_311_1,4
12384,WEL93728915A_33-6BW-ITISA54-1_325_1,4
12385,WEL93728915A_33-6BW-ITISA54-1_75_3,4
12386,WEL93728915A_33-6BW-ITISA54-1_84_2,4
12387,WEL93728915A_33-6BW-ITISA54-2_24_3,4
12388,WEL93728915A_33-6BW-ITISA54-2_312_1,4
12389,WEL93728915A_33-6BW-ITISA54-2_322_1,4
12390,WEL93728915A_33-6BW-ITISA54-2_97_2,4
12391,WEL93728915A_34-6BW-ITISA54-1_175_3,4
12392,WEL93728915A_34-6BW-ITISA54-1_253_3,4
12393,WEL93728915A_34-6BW-ITISA54-1_304_4,4
12394,WEL93728915A_34-6BW-ITISA54-1_309_1,4
12395,WEL93728915A_34-6BW-ITISA54-1_4_1,4
12396,WEL93728915A_34-6BW-ITISA54-1_65_4,4
12397,WEL93728915A_34-6BW-ITISA54-2_147_4,4
12398,WEL93728915A_34-6BW-ITISA54-2_309_4,4
12399,WEL93728915A_34-6BW-ITISA54-2_331_4,4
12400,WEL93728915A_34-6BW-ITISA54-2_55_3,4
12401,WEL93728915A_35-6BW-ITISA54-1_108_3,4
12402,WEL93728915A_35-6BW-ITISA54-1_10_1,4
12403,WEL93728915A_35-6BW-ITISA54-1_148_1,4
12404,WEL93728915A_35-6BW-ITISA54-1_164_1,4
12405,WEL93728915A_35-6BW-ITISA54-1_188_1,4
12406,WEL93728915A_35-6BW-ITISA54-1_196_1,4
12407,WEL93728915A_35-6BW-ITISA54-1_214_1,4
12408,WEL93728915A_35-6BW-ITISA54-1_217_3,4
12409,WEL93728915A_35-6BW-ITISA54-1_245_1,4
12410,WEL93728915A_35-6BW-ITISA54-1_257_3,4
12411,WEL93728915A_35-6BW-ITISA54-1_263_1,4
12412,WEL93728915A_35-6BW-ITISA54-1_310_1,4
12413,WEL93728915A_35-6BW-ITISA54-2_14_4,4
12414,WEL93728915A_35-6BW-ITISA54-2_180_2,4
12415,WEL93728915A_35-6BW-ITISA54-2_227_2,4
12416,WEL93728915A_35-6BW-ITISA54-2_266_4,4
12417,WEL93728915A_35-6BW-ITISA54-2_293_1,4
12418,WEL93728915A_35-6BW-ITISA54-2_369_2,4
12419,WEL93728915A_36-6BW-ITISA54-1_116_2,4
12420,WEL93728915A_36-6BW-ITISA54-1_159_4,4
12421,WEL93728915A_36-6BW-ITISA54-1_166_4,4
12422,WEL93728915A_36-6BW-ITISA54-1_174_1,4
12423,WEL93728915A_36-6BW-ITISA54-1_248_4,4
12424,WEL93728915A_36-6BW-ITISA54-1_267_4,4
12425,WEL93728915A_36-6BW-ITISA54-1_37_1,4
12426,WEL93728915A_36-6BW-ITISA54-1_94_2,4
12427,WEL93728915A_36-6BW-ITISA54-2_238_1,4
12428,WEL93728915A_36-6BW-ITISA54-2_245_4,4
12429,WEL93728915A_36-6BW-ITISA54-2_289_2,4
12430,WEL93728915A_37-6BW-ITISA54-1_106_1,4
12431,WEL93728915A_37-6BW-ITISA54-1_13_1,4
12432,WEL93728915A_37-6BW-ITISA54-1_15_3,4
12433,WEL93728915A_37-6BW-ITISA54-1_163_3,4
12434,WEL93728915A_37-6BW-ITISA54-1_233_1,4
12435,WEL93728915A_37-6BW-ITISA54-1_257_2,4
12436,WEL93728915A_37-6BW-ITISA54-1_267_3,4
12437,WEL93728915A_37-6BW-ITISA54-1_28_2,4
12438,WEL93728915A_37-6BW-ITISA54-1_301_2,4
12439,WEL93728915A_37-6BW-ITISA54-1_315_4,4
12440,WEL93728915A_37-6BW-ITISA54-1_365_1,4
12441,WEL93728915A_37-6BW-ITISA54-1_366_2,4
12442,WEL93728915A_37-6BW-ITISA54-1_94_2,4
12443,WEL93728915A_37-6BW-ITISA54-2_113_1,4
12444,WEL93728915A_37-6BW-ITISA54-2_192_4,4
12445,WEL93728915A_37-6BW-ITISA54-2_224_4,4
12446,WEL93728915A_37-6BW-ITISA54-2_315_1,4
12447,WEL93728915A_37-6BW-ITISA54-2_319_4,4
12448,WEL93728915A_38-6BW-ITISA54-1_140_2,4
12449,WEL93728915A_38-6BW-ITISA54-1_183_2,4
12450,WEL93728915A_38-6BW-ITISA54-1_216_3,4
12451,WEL93728915A_38-6BW-ITISA54-1_235_3,4
12452,WEL93728915A_38-6BW-ITISA54-1_248_3,4
12453,WEL93728915A_38-6BW-ITISA54-1_252_3,4
12454,WEL93728915A_38-6BW-ITISA54-1_313_1,4
12455,WEL93728915A_38-6BW-ITISA54-1_326_1,4
12456,WEL93728915A_38-6BW-ITISA54-1_326_3,4
12457,WEL93728915A_38-6BW-ITISA54-1_334_1,4
12458,WEL93728915A_38-6BW-ITISA54-1_35_1,4
12459,WEL93728915A_38-6BW-ITISA54-2_109_2,4
12460,WEL93728915A_38-6BW-ITISA54-2_156_4,4
12461,WEL93728915A_38-6BW-ITISA54-2_198_4,4
12462,WEL93728915A_38-6BW-ITISA54-2_275_3,4
12463,WEL93728915A_38-6BW-ITISA54-2_329_1,4
12464,WEL93728915A_38-6BW-ITISA54-2_88_1,4
12465,WEL93728915A_39-6BW-ITISA35-1_161_4,4
12466,WEL93728915A_39-6BW-ITISA35-1_225_1,4
12467,WEL93728915A_39-6BW-ITISA35-1_63_4,4
12468,WEL93728915A_39-6BW-ITISA35-1_77_4,4
12469,WEL93728915A_39-6BW-ITISA35-2_113_3,4
12470,WEL93728915A_39-6BW-ITISA35-2_21_3,4
12471,WEL93728915A_39-6BW-ITISA35-2_230_3,4
12472,WEL93728915A_39-6BW-ITISA35-2_24_4,4
12473,WEL93728915A_39-6BW-ITISA35-2_79_2,4
12474,WEL93728915A_40-6BW-ITISA75-1_214_3,4
12475,WEL93728915A_40-6BW-ITISA75-1_4_1,4
12476,WEL93728915A_40-6BW-ITISA75-2_197_3,4
12477,WEL93728915A_40-6BW-ITISA75-2_351_2,4
12478,WEL93728915A_41-6BW-ITISA35-1_312_1,4
12479,WEL93728915A_41-6BW-ITISA35-1_351_1,4
12480,WEL93728915A_41-6BW-ITISA35-1_88_4,4
12481,WEL93728915A_41-6BW-ITISA35-2_172_2,4
12482,WEL93728915A_41-6BW-ITISA35-2_178_3,4
12483,WEL93728915A_41-6BW-ITISA35-2_211_1,4
12484,WEL93728915A_41-6BW-ITISA35-2_318_2,4
12485,WEL93728915A_41-6BW-ITISA35-2_360_2,4
12486,WEL93728915A_41-6BW-ITISA35-2_40_2,4
12487,WEL93728915A_42-6BW-ITISA35-1_114_1,4
12488,WEL93728915A_42-6BW-ITISA35-1_248_2,4
12489,WEL93728915A_42-6BW-ITISA35-1_38_3,4
12490,WEL93728915A_42-6BW-ITISA35-2_189_3,4
12491,WEL93728915A_42-6BW-ITISA35-2_207_2,4
12492,WEL93728915A_42-6BW-ITISA35-2_85_4,4
12493,WEL93728915A_42-6BW-ITISA35-2_99_2,4
12494,WEL93728915A_43-6BW-ITISA35-1_265_4,4
12495,WEL93728915A_43-6BW-ITISA35-2_247_1,4
12496,WEL93728915A_43-6BW-ITISA35-2_249_3,4
12497,WEL93728915A_43-6BW-ITISA35-2_253_4,4
12498,WEL93728915A_43-6BW-ITISA35-2_311_1,4
12499,WEL93728915A_43-6BW-ITISA35-2_326_3,4
12500,WEL93728915A_43-6BW-ITISA35-2_341_3,4
12501,WEL93728915A_43-6BW-ITISA35-2_64_2,4
12502,WEL93728915A_44-6BW-ITISA54-1_158_2,4
12503,WEL93728915A_44-6BW-ITISA54-1_181_1,4
12504,WEL93728915A_44-6BW-ITISA54-1_181_2,4
12505,WEL93728915A_44-6BW-ITISA54-1_204_3,4
12506,WEL93728915A_44-6BW-ITISA54-1_21_1,4
12507,WEL93728915A_44-6BW-ITISA54-1_22_4,4
12508,WEL93728915A_44-6BW-ITISA54-1_269_2,4
12509,WEL93728915A_44-6BW-ITISA54-1_288_2,4
12510,WEL93728915A_44-6BW-ITISA54-1_336_4,4
12511,WEL93728915A_44-6BW-ITISA54-1_361_4,4
12512,WEL93728915A_44-6BW-ITISA54-1_363_1,4
12513,WEL93728915A_44-6BW-ITISA54-2_174_1,4
12514,WEL93728915A_44-6BW-ITISA54-2_227_4,4
12515,WEL93728915A_44-6BW-ITISA54-2_230_1,4
12516,WEL93728915A_44-6BW-ITISA54-2_252_2,4
12517,WEL93728915A_44-6BW-ITISA54-2_282_1,4
12518,WEL93728915A_44-6BW-ITISA54-2_334_2,4
12519,WEL93728915A_44-6BW-ITISA54-2_368_1,4
12520,WEL93728915A_44-6BW-ITISA54-2_63_1,4
12521,WEL93728915A_44-6BW-ITISA54-2_99_1,4
12522,WEL93728915A_45-6BW-ITISA54-1_10_2,4
12523,WEL93728915A_45-6BW-ITISA54-1_122_3,4
12524,WEL93728915A_45-6BW-ITISA54-1_129_3,4
12525,WEL93728915A_45-6BW-ITISA54-1_16_2,4
12526,WEL93728915A_45-6BW-ITISA54-1_198_3,4
12527,WEL93728915A_45-6BW-ITISA54-1_205_1,4
12528,WEL93728915A_45-6BW-ITISA54-1_238_4,4
12529,WEL93728915A_45-6BW-ITISA54-1_249_1,4
12530,WEL93728915A_45-6BW-ITISA54-1_251_2,4
12531,WEL93728915A_45-6BW-ITISA54-1_25_3,4
12532,WEL93728915A_45-6BW-ITISA54-1_287_2,4
12533,WEL93728915A_45-6BW-ITISA54-1_322_4,4
12534,WEL93728915A_45-6BW-ITISA54-1_326_4,4
12535,WEL93728915A_45-6BW-ITISA54-1_4_2,4
12536,WEL93728915A_45-6BW-ITISA54-1_68_3,4
12537,WEL93728915A_45-6BW-ITISA54-1_89_3,4
12538,WEL93728915A_45-6BW-ITISA54-2_100_2,4
12539,WEL93728915A_45-6BW-ITISA54-2_106_2,4
12540,WEL93728915A_45-6BW-ITISA54-2_13_4,4
12541,WEL93728915A_45-6BW-ITISA54-2_36_1,4
12542,WEL93728915A_46-6BW-ITISA54-1_146_4,4
12543,WEL93728915A_46-6BW-ITISA54-1_161_4,4
12544,WEL93728915A_46-6BW-ITISA54-1_164_4,4
12545,WEL93728915A_46-6BW-ITISA54-1_272_3,4
